L1,L2,L3,Charge,DOI,Partition Coef logP,Cell Lines ,Localisation,Incubation Time (hours),IC50 (μM)
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,C1(C2=C(C=C3)N=CC=N2)=C3N=CC=N1,2,10.1021/acs.inorgchem.3c02606,,CT-26,mitochondria,48,>100
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,C1(C2=C(C=C3)N=CC=N2)=C3N=CC=N1,2,10.1021/acs.inorgchem.3c02606,,HT-29,mitochondria,48,>100
C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C3N=CC=C4C5=CC=CC=C5,C1(C2=C(C=C3)N=CC=N2)=C3N=CC=N1,2,10.1021/acs.inorgchem.3c02606,,RPE-1,mitochondria,48,>100
C1(C(N=CC=C2)=C2C3=C4N=C5C(C=CC=C5)=N3)=C4C=CC=N1,C1(C(N=CC=C2)=C2C3=C4N=C5C(C=CC=C5)=N3)=C4C=CC=N1,C1(C2=C(C=C3)C=CC=N2)=C3C=CC=N1,2,10.1021/acs.inorgchem.3c02606,,CT-26,,48,>100
C1(C(N=CC=C2)=C2C3=C4N=C5C(C=CC=C5)=N3)=C4C=CC=N1,C1(C(N=CC=C2)=C2C3=C4N=C5C(C=CC=C5)=N3)=C4C=CC=N1,C1(C2=C(C=C3)C=CC=N2)=C3C=CC=N1,2,10.1021/acs.inorgchem.3c02606,,HT-29,,48,>100
C1(C(N=CC=C2)=C2C3=C4N=C5C(C=CC=C5)=N3)=C4C=CC=N1,C1(C(N=CC=C2)=C2C3=C4N=C5C(C=CC=C5)=N3)=C4C=CC=N1,C1(C2=C(C=C3)C=CC=N2)=C3C=CC=N1,2,10.1021/acs.inorgchem.3c02606,,RPE-1,,48,>100
C1(C(N=CC=C2)=C2C3=C4N=C5C(C=C(C=CC=C6)C6=C5)=N3)=C4C=CC=N1,C1(C(N=CC=C2)=C2C3=C4N=C5C(C=C(C=CC=C6)C6=C5)=N3)=C4C=CC=N1,C1(C2=C(C=C3)C=CC=N2)=C3C=CC=N1,2,10.1021/acs.inorgchem.3c02606,,CT-26,,48,>100
C1(C(N=CC=C2)=C2C3=C4N=C5C(C=C(C=CC=C6)C6=C5)=N3)=C4C=CC=N1,C1(C(N=CC=C2)=C2C3=C4N=C5C(C=C(C=CC=C6)C6=C5)=N3)=C4C=CC=N1,C1(C2=C(C=C3)C=CC=N2)=C3C=CC=N1,2,10.1021/acs.inorgchem.3c02606,,HT-29,,48,>100
C1(C(N=CC=C2)=C2C3=C4N=C5C(C=C(C=CC=C6)C6=C5)=N3)=C4C=CC=N1,C1(C(N=CC=C2)=C2C3=C4N=C5C(C=C(C=CC=C6)C6=C5)=N3)=C4C=CC=N1,C1(C2=C(C=C3)C=CC=N2)=C3C=CC=N1,2,10.1021/acs.inorgchem.3c02606,,RPE-1,,48,>100
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,COC(C=C1)=CC=C1C2NN=C(C3=NC=CC=C3)C2,2,10.1021/acsomega.0c02079,,HL-60,,72,1.0
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,COC(C=C1)=CC=C1C2=CC(C3=NC=CC=C3)=NN2,2,10.1021/acsomega.0c02079,,HL-60,,72,0.20
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,ClC(C=C1)=CC=C1C2NN=C(C3=NC=CC=C3)C2,2,10.1021/acsomega.0c02079,,HL-60,,72,0.6
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,COC(C=C1)=CC=C1C2N(C3=CC=CC=C3)N=C(C4=NC=CC=C4)C2,2,10.1021/acsomega.0c02079,,HL-60,,72,2.40
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,ClC(C=C1)=CC=C1C2N(C3=CC=CC=C3)N=C(C4=NC=CC=C4)C2,2,10.1021/acsomega.0c02079,,HL-60,,72,0.8
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,COC(C=C1)=CC=C1C2N(C3=CC=CC=N3)N=C(C4=CC=CC=C4)C2,2,10.1021/acsomega.0c02079,,HL-60,,72,0.8
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,ClC(C=C1)=CC=C1C2N(C3=CC=CC=N3)N=C(C4=CC=CC=C4)C2,2,10.1021/acsomega.0c02079,,HL-60,,72,1.0
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,COC(C=C1)=CC=C1C2=CC(C3=NC=CC=C3)=NN2C4=CC=CC=C4,2,10.1021/acsomega.0c02079,,HL-60,,72,0.9
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,ClC(C=C1)=CC=C1C2=CC(C3=NC=CC=C3)=NN2C4=CC=CC=C4,2,10.1021/acsomega.0c02079,,HL-60,,72,7.60
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,ClC(C=C1)=CC=C1C2=CC(C3=NC=CC=C3)=NN2C4=CC=CC=C4,2,10.1021/acsomega.0c02079,,HL-60,,72,44.7
C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,ClC(C=C1)=CC=C1C2=CC(C3=NC=CC=C3)=NN2C4=CC=CC=C4,2,10.1021/acsomega.0c02079,,HL-60,,72,8.50
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,OC(C(C=C1)=CC=C1C2=CC(C3=NC=CC=C3)=NN2C4=CC=CC=C4)=O,2,10.1021/acsomega.0c02079,,HL-60,,72,116.7
C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,OC(C(C=C1)=CC=C1C2=CC(C3=NC=CC=C3)=NN2C4=CC=CC=C4)=O,2,10.1021/acsomega.0c02079,,HL-60,,72,29.30
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,C1(CC2=NC=CC=C2)=CC=CC=N1,2,10.1016/j.jinorgbio.2022.112031,,HL-60,,1,>100
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,C1(NC2=NC=CC=C2)=CC=CC=N1,2,10.1016/j.jinorgbio.2022.112031,,HL-60,,1,>100
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,C1(OC2=NC=CC=C2)=CC=CC=N1,2,10.1016/j.jinorgbio.2022.112031,,HL-60,,1,100.0
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,C1(SC2=NC=CC=C2)=CC=CC=N1,2,10.1016/j.jinorgbio.2022.112031,,HL-60,,1,>100
C1(NC2=NC=CC=C2)=CC=CC=N1,C1(NC2=NC=CC=C2)=CC=CC=N1,C1(NC2=NC=CC=C2)=CC=CC=N1,2,10.1016/j.jinorgbio.2022.112031,,HL-60,,1,>100
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,[O-]C1=C(N=CC=C2)C2=CC=C1,1,10.1016/j.ejmech.2018.04.044,,HL-60,,72,0.52
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,[O-]C1=C(N=C(C)C=C2)C2=CC=C1,1,10.1016/j.ejmech.2018.04.044,,HL-60,,72,0.49
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,[O-]C1=C(N=C(Br)C=C2)C2=CC=C1,1,10.1016/j.ejmech.2018.04.044,,HL-60,,72,0.18
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,[O-]C1=C(N=C(Cl)C=C2)C2=CC=C1,1,10.1016/j.ejmech.2018.04.044,,HL-60,,72,0.11
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,[O-]C1=C(N=C(C2=CC=CC=C2C)C=C3)C3=CC=C1,1,10.1016/j.ejmech.2018.04.044,,HL-60,,72,0.20
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,[O-]C1=C(N=CC=C2)C2=C(Br)C=C1,1,10.1016/j.ejmech.2018.04.044,,HL-60,,72,0.32
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,[O-]C1=C(N=CC=C2)C2=C(Cl)C=C1,1,10.1016/j.ejmech.2018.04.044,,HL-60,,72,0.43
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,[O-]C1=C(N=CC=C2)C2=C(C3=CC=CC=C3C)C=C1,1,10.1016/j.ejmech.2018.04.044,,HL-60,,72,0.67
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,[O-]C1=C(N=CC=C2)C2=CC=C1Br,1,10.1016/j.ejmech.2018.04.044,,HL-60,,72,0.10
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,[O-]C1=C(N=CC=C2)C2=CC=C1Cl,1,10.1016/j.ejmech.2018.04.044,,HL-60,,72,0.09
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,[O-]C1=C(N=CC=C2)C2=CC=C1C3=C(C)C=CC=C3,1,10.1016/j.ejmech.2018.04.044,,HL-60,,72,0.96
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,[O-]C1=C(N=CC=C2)C2=C(C)C=C1C,1,10.1016/j.ejmech.2018.04.044,,HL-60,,72,0.18
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,[O-]C1=C(N=CC=C2)C2=C(Br)C=C1Br,1,10.1016/j.ejmech.2018.04.044,,HL-60,,72,0.07
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,[O-]C1=C(N=CC=C2)C2=C(Cl)C=C1Cl,1,10.1016/j.ejmech.2018.04.044,,HL-60,,72,0.11
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,[O-]C1=C(N=CC=C2)C2=C(Cl)C=C1Br,1,10.1016/j.ejmech.2018.04.044,,HL-60,,72,0.09
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,[O-]C1=C(N=CC=C2)C2=C(Cl)C=C1I,1,10.1016/j.ejmech.2018.04.044,,HL-60,,72,0.057
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,[O-]C1=C(N=CC=C2)C2=C(I)C=C1I,1,10.1016/j.ejmech.2018.04.044,,HL-60,,72,0.12
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,[O-]C1=C(N=C(C)C=C2)C2=C(C)C=C1C,1,10.1016/j.ejmech.2018.04.044,,HL-60,,72,0.25
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,[O-]C1=C(N=C(C)C=C2)C2=C(Br)C=C1Br,1,10.1016/j.ejmech.2018.04.044,,HL-60,,72,0.08
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,[O-]C1=C(N=C(C)C=C2)C2=C(Cl)C=C1Cl,1,10.1016/j.ejmech.2018.04.044,,HL-60,,72,0.12
CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,CC1=NC2=C(N=C(C)C=C3)C3=CC=C2C=C1,[O-]C1=C(N=C(Cl)C=C2)C2=C(Br)C=C1Br,1,10.1016/j.ejmech.2018.04.044,,HL-60,,72,0.07
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,2,10.1021/ja3009677,,HL-60,,12,240.0
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,2,10.1021/ja3009677,,A549,,12,250.0
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,CC1=NC(C2=NC(C)=CC=C2)=CC=C1,2,10.1021/ja3009677,,HL-60,,12,>300
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,CC1=NC(C2=NC(C)=CC=C2)=CC=C1,2,10.1021/ja3009677,,A549,,12,150.0
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,CC1=NC(C2=NC(C)=CC=C2C3C4N=CC=N3)=C4C=C1,2,10.1021/ja3009677,,HL-60,,12,108.0
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,CC1=NC(C2=NC(C)=CC=C2C3C4N=CC=N3)=C4C=C1,2,10.1021/ja3009677,,A549,,12,250.0
C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,CC1=NC(C2=NC(C)=CC=C2)=CC=C1,2,10.1021/acs.molpharmaceut.8b00407,,HL-60,nucleus,72,>300
C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C(C3=NC(C=CC=C4)=C4C=C3)N=C1C=CC=C2,2,10.1039/c2cc33359g,,HL-60,,12,52.5
C12=CC=C3C(N=CC=C3)=C1N=CC=C2,C12=CC=C(C3=NC(C=CC=C4)=C4C=C3)N=C1C=CC=C2,C12=CC=C(C3=NC(C=CC=C4)=C4C=C3)N=C1C=CC=C2,2,10.1039/c2cc33359g,,HL-60,,12,47.3
C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C1(C2=NC=CC=C2)=CC=CC=N1,2,10.1007/s00775-014-1187-5,0.328,4T1,,24,6.79
C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,CC1=CC=NC(C2=NC=CC(C)=C2)=C1,2,10.1007/s00775-014-1187-5,0.484,4T1,,24,4.90
C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,CC1=CC(C2=CC(C([O-])=O)=CC=N2)=NC=C1,1,10.1007/s00775-014-1187-5,1.857,4T1,,24,8.66
C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,CC1=CC(C2=CC(C(N(C3CCCCC3)C(NC4CCCCC4)=O)=O)=CC=N2)=NC=C1,2,10.1007/s00775-014-1187-5,1.114,4T1,,24,4.71
C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,CC1=CC(C2=CC(CCCN3C([N+]([O-])=O)=NC=C3)=CC=N2)=NC=C1,2,10.1007/s00775-014-1187-5,0.413,4T1,,24,10.64
CC1=CC(C2=CC(CCC#CC3=CN=C(/C=N/NC(N)=O)C=C3)=CC=N2)=NC=C1,C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,2,10.1039/d0mt00019a,-1.54,A549,,24,240.0
CC1=CC(C2=CC(CCC#CC3=CN=C(/C=N/NC(N)=O)C=C3)=CC=N2)=NC=C1,CC1=CC=NC(C2=NC=CC(C)=C2)=C1,CC1=CC=NC(C2=NC=CC(C)=C2)=C1,2,10.1039/d0mt00019a,-0.86,A549,,24,158.0
CC1=CC(C2=CC(CCC#CC3=CN=C(/C=N/NC(N)=O)C=C3)=CC=N2)=NC=C1,CC(C)(C)C1=CC=NC(C2=NC=CC(C(C)(C)C)=C2)=C1,CC(C)(C)C1=CC=NC(C2=NC=CC(C(C)(C)C)=C2)=C1,2,10.1039/d0mt00019a,-0.11,A549,,24,14.100
CC1=CC(C2=CC(CCC#CC3=CN=C(/C=N/NC(N)=O)C=C3)=CC=N2)=NC=C1,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C(C5=CC=CC=C5)C=CN=C43,C1(C2=CC=CC=C2)=CC=NC3=C1C=CC4=C(C5=CC=CC=C5)C=CN=C43,2,10.1039/d0mt00019a,0.36,A549,,24,10.70
CC1=CC(C2=CC(CCC#CC3=CN=C(/C=N/NC(N)=O)C=C3)=CC=N2)=NC=C1,[O-][S+2]([O-])(C1=CC(C2=CC=NC3=C(N=CC=C4C5=CC([S+2]([O-])([O-])[O-])=CC=C5)C4=CC=C32)=CC=C1)[O-],[O-][S+2]([O-])(C1=CC(C2=CC=NC3=C(N=CC=C4C5=CC([S+2]([O-])([O-])[O-])=CC=C5)C4=CC=C32)=CC=C1)[O-],0,10.1039/d0mt00019a,-0.90,A549,,24,240.0
CC1=CC(C2=CC(CCC#CC3=CN=C(/C=N/NC(N)=O)C=C3)=CC=N2)=NC=C1,C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,2,10.1016/j.jinorgbio.2017.07.006,,CT-26,lysosom,24,201.0
CC1=CC(C2=CC(CCC#CC3=CN=C(/C=N/NC(N)=O)C=C3)=CC=N2)=NC=C1,C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,2,10.1016/j.jinorgbio.2017.07.006,,CT-26,lysosom,72,31.0
CC1=CC(C2=CC(CCC#CC3=CN=C(/C=N/NC(N)=O)C=C3)=CC=N2)=NC=C1,C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,2,10.1016/j.jinorgbio.2017.07.006,,A549,lysosom,24,113.0
CC1=CC(C2=CC(CCC#CC3=CN=C(/C=N/NC(N)=O)C=C3)=CC=N2)=NC=C1,C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,2,10.1016/j.jinorgbio.2017.07.006,,A549,lysosom,72,97.0
CC1=CC(C2=CC(CCC#CC3=CN=C(/C=N/NC(N)=O)C=C3)=CC=N2)=NC=C1,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,2,10.1016/j.jinorgbio.2017.07.006,,CT-26,mitochondria,24,4.60
CC1=CC(C2=CC(CCC#CC3=CN=C(/C=N/NC(N)=O)C=C3)=CC=N2)=NC=C1,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,2,10.1016/j.jinorgbio.2017.07.006,,CT-26,mitochondria,72,5.70
CC1=CC(C2=CC(CCC#CC3=CN=C(/C=N/NC(N)=O)C=C3)=CC=N2)=NC=C1,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,2,10.1016/j.jinorgbio.2017.07.006,,A549,mitochondria,24,6.80
CC1=CC(C2=CC(CCC#CC3=CN=C(/C=N/NC(N)=O)C=C3)=CC=N2)=NC=C1,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,2,10.1016/j.jinorgbio.2017.07.006,,A549,mitochondria,72,9.0
CC1=CC(C2=CC(CCC#CC3=CN=C(/C=N/NC(N)=O)C=C3)=CC=N2)=NC=C1,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,2,10.1016/j.jinorgbio.2017.07.006,,CT-26,endoplasmic reticulum,24,4.60
CC1=CC(C2=CC(CCC#CC3=CN=C(/C=N/NC(N)=O)C=C3)=CC=N2)=NC=C1,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,2,10.1016/j.jinorgbio.2017.07.006,,CT-26,endoplasmic reticulum,72,5.70
CC1=CC(C2=CC(CCC#CC3=CN=C(/C=N/NC(N)=O)C=C3)=CC=N2)=NC=C1,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,2,10.1016/j.jinorgbio.2017.07.006,,A549,endoplasmic reticulum,24,6.80
CC1=CC(C2=CC(CCC#CC3=CN=C(/C=N/NC(N)=O)C=C3)=CC=N2)=NC=C1,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,2,10.1016/j.jinorgbio.2017.07.006,,A549,endoplasmic reticulum,72,9.0
C1(C2=NC=CC(N3CCCC3)=C2)=CC=CC=N1,C1(C2=NC=CC(N3CCCC3)=C2)=CC=CC=N1,C1(C2=NC=CC(N3CCCC3)=C2)=CC=CC=N1,2,10.1016/j.ica.2015.12.021,,A549,lysosom,12,21.0
C1(C2=NC=CC(N3CCCC3)=C2)=CC=CC=N1,C1(C2=NC=CC(N3CCCC3)=C2)=CC=CC=N1,C1(C2=NC=CC(N3CCCC3)=C2)=CC=CC=N1,2,10.1016/j.ica.2015.12.021,,CT-26,lysosom,12,15.90
C1(N2CCCC2)=CC=NC(C3=NC=CC(N4CCCC4)=C3)=C1,C1(N2CCCC2)=CC=NC(C3=NC=CC(N4CCCC4)=C3)=C1,C1(N2CCCC2)=CC=NC(C3=NC=CC(N4CCCC4)=C3)=C1,2,10.1016/j.ica.2015.12.021,,A549,,12,3.80
C1(N2CCCC2)=CC=NC(C3=NC=CC(N4CCCC4)=C3)=C1,C1(N2CCCC2)=CC=NC(C3=NC=CC(N4CCCC4)=C3)=C1,C1(N2CCCC2)=CC=NC(C3=NC=CC(N4CCCC4)=C3)=C1,2,10.1016/j.ica.2015.12.021,,CT-26,,12,5.30
C1(C2=NC=CC=C2)=CC=CC=N1,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,2,10.1016/j.ejps.2017.01.020,,PANC-1,mitochondria,24,2.90
C1(C2=NC=CC=C2)=CC=CC=N1,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,2,10.1016/j.ejps.2017.01.020,,HaCat,mitochondria,24,4.300
C1(C2=NC=CC=C2)=CC=CC=N1,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,2,10.1016/j.ejps.2017.01.020,,PANC-1,mitochondria,72,1.100
C1(C2=NC=CC=C2)=CC=CC=N1,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,2,10.1016/j.ejps.2017.01.020,,HaCat,mitochondria,72,1.300
C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,O=[N+](C1=NC=CN1CCCC2=CC=NC(C3=NC=CC=C3)=C2)[O-],2,10.1016/j.ejps.2017.01.020,,PANC-1,mitochondria,24,3.0
C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,O=[N+](C1=NC=CN1CCCC2=CC=NC(C3=NC=CC=C3)=C2)[O-],2,10.1016/j.ejps.2017.01.020,,HaCat,mitochondria,24,5.00
C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,O=[N+](C1=NC=CN1CCCC2=CC=NC(C3=NC=CC=C3)=C2)[O-],2,10.1016/j.ejps.2017.01.020,,PANC-1,mitochondria,72,1.200
C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,C12=CC=C3C(N=CC=C3C4=CC=CC=C4)=C1N=CC=C2C5=CC=CC=C5,O=[N+](C1=NC=CN1CCCC2=CC=NC(C3=NC=CC=C3)=C2)[O-],2,10.1016/j.ejps.2017.01.020,,HaCat,mitochondria,72,1.90
